"Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","TTL","AVG"
"Malik Washington","WR","MIA","0","0","0","14","20","bye","25","16","21","18","27","23","27","30","40","58","52","43","414","29.6"
"Elijah Higgins","TE","ARI","25","36","19","40","24","18","21","19","25","29","bye","18","25","16","24","19","22","31","411","24.2"
"Luke Schoonmaker","TE","DAL","19","28","25","19","20","21","bye","2","1","11","44","43","50","23","28","20","21","36","411","24.2"
"Ameer Abdullah","RB","LV","0","8","22","0","31","19","13","17","30","bye","22","69","42","26","31","32","48","0","410","29.3"
"Austin Ekeler","RB","WAS","31","31","13","0","33","44","28","42","29","45","34","44","0","bye","0","0","0","35","409","34.1"
"Justin Fields","QB","PIT","68","66","68","70","56","67","0","0","bye","0","3","7","2","0","1","0","0","0","408","40.8"
"Cade Stover","TE","HOU","15","14","19","24","24","34","31","34","35","29","29","20","37","bye","0","0","19","36","400","26.7"
"Nick Vannett","TE","TEN","16","20","15","32","bye","19","32","31","36","14","36","31","11","28","26","16","13","23","399","23.5"
"Chris Godwin","WR","TB","50","38","51","66","52","72","70","0","0","0","bye","0","0","0","0","0","0","0","399","57.0"
"Diontae Johnson","WR","Multi","39","45","58","58","48","59","30","0","17","5","11","6","0","0","0","0","0","22","398","33.2"
"Spencer Rattler","QB","NO","0","0","0","0","0","70","65","45","0","0","0","bye","0","0","34","56","60","66","396","56.6"
"Jeremy Ruckert","TE","NYJ","17","21","33","24","24","30","17","23","21","20","15","bye","17","20","39","20","21","31","393","23.1"
"Luke Farrell","TE","JAC","14","28","27","27","27","17","31","13","14","16","14","bye","20","23","27","32","29","31","390","22.9"
"David Montgomery","RB","DET","30","30","35","21","bye","21","22","23","32","26","31","21","38","36","24","0","0","0","390","27.9"
"Troy Franklin","WR","DEN","0","12","17","19","11","36","33","27","29","20","27","27","27","bye","29","26","20","26","386","24.1"
"Cedrick Wilson Jr.","WR","NO","29","12","25","14","12","36","48","0","37","0","10","bye","23","25","20","31","32","30","384","25.6"
"Adonai Mitchell","WR","IND","29","33","7","13","19","15","14","13","5","60","12","12","36","bye","37","55","7","16","383","22.5"
"John Metchie III","WR","HOU","0","0","0","9","3","25","23","20","50","44","39","40","31","bye","21","0","40","36","381","29.3"
"Devin Singletary","RB","NYG","50","44","49","47","0","0","12","28","18","17","bye","21","13","14","23","13","15","16","380","25.3"
"Curtis Samuel","WR","BUF","17","12","17","22","34","25","2","0","17","66","44","bye","22","36","19","0","0","45","378","27.0"
"Jordan Mason","RB","SF","58","57","53","47","41","18","54","11","bye","3","2","9","25","0","0","0","0","0","378","31.5"
"Eric Saubert","TE","SF","19","26","61","18","13","18","14","14","bye","12","61","13","2","17","17","10","13","49","377","22.2"
"Jalen Brooks","WR","DAL","13","28","13","8","37","49","bye","41","56","35","0","19","23","0","20","0","13","16","371","26.5"
"Johnny Wilson","WR","PHI","10","19","24","32","bye","4","11","6","35","18","13","51","0","29","23","9","20","65","369","23.1"
"Daniel Bellinger","TE","NYG","16","4","26","13","14","14","7","1","14","8","bye","17","4","61","46","39","50","31","365","21.5"
"Durham Smythe","TE","MIA","30","33","18","18","27","bye","17","19","26","25","23","25","14","14","16","24","17","18","364","21.4"
"Evan Engram","TE","JAC","36","0","0","0","0","38","34","47","43","37","36","bye","50","42","0","0","0","0","363","40.3"
"Robert Woods","WR","HOU","12","9","13","54","16","0","0","24","39","24","20","13","21","bye","24","34","21","37","361","24.1"
"Antonio Gibson","RB","NE","14","16","19","22","28","32","10","13","8","7","13","30","17","bye","16","43","29","42","359","21.1"
"Mason Tipton","WR","NO","17","15","18","29","19","29","58","56","60","29","0","bye","0","0","0","28","0","0","358","32.5"
"Brandon Aiyuk","WR","SF","43","61","57","50","59","62","25","0","bye","0","0","0","0","0","0","0","0","0","357","51.0"
"Jacoby Brissett","QB","NE","65","68","36","64","60","0","0","47","0","0","0","0","1","bye","0","0","10","0","351","43.9"
"Tank Bigsby","RB","JAC","17","0","9","17","23","17","40","38","28","10","0","bye","32","31","22","19","23","25","351","23.4"
"Jalin Hyatt","WR","NYG","16","12","10","13","48","64","3","0","4","55","bye","25","18","18","20","12","10","18","346","21.6"
"Josh Whyle","TE","TEN","18","28","25","35","bye","23","26","31","12","22","14","22","12","5","18","9","8","37","345","20.3"
"Chris Manhertz","TE","NYG","20","26","27","29","19","19","8","11","16","25","bye","12","21","15","27","16","25","26","342","20.1"
"Alec Ingold","RB","MIA","29","24","26","18","42","bye","27","27","19","0","0","9","18","17","16","25","23","17","337","22.5"
"Christian Kirk","WR","JAC","38","53","52","45","31","46","35","37","0","0","0","bye","0","0","0","0","0","0","337","42.1"
"DJ Turner","WR","LV","5","8","8","25","52","42","75","31","0","bye","28","48","15","0","0","0","0","0","337","30.6"
"Hunter Luepke","RB","DAL","20","10","30","29","23","22","bye","25","17","16","0","15","32","10","23","20","14","22","328","20.5"
"Kevin Austin Jr.","WR","NO","0","0","0","0","0","0","0","0","0","26","41","bye","43","44","41","50","42","36","323","40.4"
"Drew Lock","QB","NYG","0","0","0","0","0","0","12","0","0","0","bye","1","63","77","0","59","56","53","321","45.9"
"Tyjae Spears","RB","TEN","29","22","20","27","bye","12","0","0","0","25","26","0","14","24","39","37","45","0","320","26.7"
"Jake Bobo","WR","SEA","20","14","19","27","2","12","29","39","42","bye","6","15","19","17","15","12","14","17","319","18.8"
"Ty Johnson","RB","BUF","14","7","18","11","21","25","12","15","19","22","33","bye","16","21","21","23","21","17","316","18.6"
"Chris Olave","WR","NO","52","42","45","58","50","2","0","58","8","0","0","bye","0","0","0","0","0","0","315","39.4"
"KaVontae Turpin","WR","DAL","6","19","18","7","22","32","bye","14","17","8","23","14","14","10","14","25","33","39","315","18.5"
"Tyler Huntley","QB","MIA","0","0","0","60","78","bye","46","0","0","0","0","0","0","0","0","0","60","70","314","62.8"
"Josh Reynolds","WR","Multi","55","41","35","26","30","0","0","0","0","0","0","0","0","0","28","29","28","40","312","34.7"
"Ben Sinnott","TE","WAS","13","13","26","30","24","11","31","16","24","13","6","21","24","bye","42","5","8","4","311","18.3"
"Dare Ogunbowale","RB","HOU","13","20","28","29","46","18","15","13","29","15","8","13","9","bye","11","16","15","12","310","18.2"
"Davis Allen","TE","LAR","6","0","0","0","3","bye","12","28","42","56","34","31","18","22","15","12","10","20","309","22.1"
"Andy Dalton","QB","CAR","5","0","74","70","51","66","40","0","0","0","bye","0","0","0","0","0","0","0","306","51.0"
"Trey Palmer","WR","TB","20","10","12","11","0","0","59","51","27","15","bye","17","15","7","17","13","23","8","305","20.3"
"Brevyn Spann-Ford","TE","DAL","19","22","9","5","15","13","bye","19","16","6","41","33","32","11","22","13","9","20","305","17.9"
"Michael Woods II","WR","CLE","0","0","0","0","0","0","0","0","0","bye","0","0","66","63","62","45","68","0","304","60.8"
"Kenneth Gainwell","RB","PHI","15","7","14","25","bye","13","24","9","22","22","13","23","7","14","31","14","15","33","301","17.7"
"Lucas Krull","TE","DEN","0","0","0","0","18","33","29","27","21","12","18","21","22","bye","24","28","24","22","299","23.0"
"Zack Moss","RB","CIN","33","51","47","40","45","24","27","30","0","0","0","bye","0","0","0","0","0","0","297","37.1"
"Marvin Mims Jr.","WR","DEN","12","9","16","10","12","17","12","21","25","13","14","16","23","bye","16","30","28","23","297","17.5"
"Justin Watson","WR","KC","28","29","0","0","0","bye","51","0","59","0","0","48","0","0","42","39","0","0","296","42.3"
"Samaje Perine","RB","KC","8","9","28","25","21","bye","15","22","24","16","11","24","18","17","19","14","12","13","296","17.4"
"Jaleel McLaughlin","RB","DEN","24","17","18","21","23","14","14","23","23","7","9","20","24","bye","15","0","14","30","296","18.5"
"Najee Harris","RB","PIT","38","0","40","48","0","0","0","39","bye","37","0","0","36","27","0","0","0","30","295","36.9"
"Tyler Allgeier","RB","ATL","10","13","13","21","31","29","17","22","14","18","4","bye","24","13","15","18","8","17","287","16.9"
"Rashid Shaheed","WR","NO","45","39","42","57","46","57","0","0","0","0","0","bye","0","0","0","0","0","0","286","47.7"
"Braelon Allen","RB","NYJ","9","20","23","27","19","12","5","19","17","14","9","bye","19","37","10","10","19","14","283","16.6"
"Cam Akers","RB","Multi","0","13","29","30","22","2","0","0","16","26","27","11","16","19","21","7","23","20","282","18.8"
"Hunter Long","TE","LAR","3","10","26","13","17","bye","16","30","26","9","18","13","19","18","22","19","13","7","279","16.4"
"Raheem Mostert","RB","MIA","31","0","0","0","44","bye","23","30","14","8","10","21","25","0","26","21","24","1","278","21.4"
"Jordan Whittington","WR","LAR","2","26","22","59","72","bye","9","0","0","5","5","0","6","10","10","12","9","31","278","19.9"
"Tylan Wallace","WR","BAL","9","7","14","10","14","5","10","6","20","12","9","7","40","bye","14","25","22","51","275","16.2"
"Ryan Miller","WR","TB","0","0","0","0","0","32","0","30","34","52","bye","15","9","4","15","33","43","8","275","25.0"
"Adam Prentice","RB","NO","24","26","22","24","7","12","13","12","21","18","20","bye","13","26","10","6","6","12","272","16.0"
"Roschon Johnson","RB","CHI","0","0","33","22","23","18","bye","17","28","20","30","29","2","0","0","17","20","13","272","20.9"
"MyCole Pruitt","TE","PIT","40","28","0","0","0","0","30","15","bye","34","0","32","25","20","12","14","10","11","271","22.6"
"Ray Davis","RB","BUF","6","14","12","10","2","40","13","17","9","11","15","bye","19","13","18","14","16","35","264","15.5"
"Pharaoh Brown","TE","SEA","0","0","30","28","8","10","18","15","7","bye","22","29","26","16","10","21","18","6","264","17.6"
"Emanuel Wilson","RB","GB","16","13","26","30","15","23","12","12","13","bye","3","15","4","3","6","25","20","27","263","15.5"
"C.J. Ham","RB","MIN","19","10","12","17","23","bye","10","8","13","19","22","19","15","20","16","13","14","12","262","15.4"
"Ezekiel Elliott","RB","DAL","32","28","15","10","23","28","bye","28","0","13","26","13","9","6","14","3","10","0","258","17.2"
"Zay Jones","WR","ARI","0","0","0","0","0","0","11","17","11","23","bye","22","32","24","21","27","31","38","257","23.4"
"Bo Melton","WR","GB","8","16","17","11","29","27","8","12","11","bye","5","23","9","9","2","22","16","26","251","14.8"
"K.J. Osborn","WR","Multi","40","51","39","42","0","0","22","9","0","29","0","0","0","0","0","0","19","0","251","31.4"
"Charlie Kolar","TE","BAL","8","14","26","19","21","22","21","10","22","27","9","32","0","bye","0","0","0","20","251","19.3"
"Jeremy McNichols","RB","WAS","0","1","8","27","15","22","17","5","24","19","11","17","21","bye","22","19","22","1","251","15.7"
"Gerald Everett","TE","CHI","34","25","30","20","22","18","bye","21","15","14","8","3","2","8","11","6","5","4","246","14.5"
"Trey Sermon","RB","IND","2","18","5","17","41","42","32","10","14","2","5","2","5","bye","18","9","7","16","245","14.4"
"Simi Fehoko","WR","LAC","9","28","33","12","bye","40","61","52","9","0","0","0","0","0","0","0","0","0","244","30.5"
"Chris Conley","WR","SF","29","9","20","5","0","6","44","52","bye","0","3","4","3","15","3","4","4","38","239","15.9"
"Nick Chubb","RB","CLE","0","0","0","0","0","0","30","41","28","bye","22","38","29","26","21","0","0","0","235","29.4"
"KhaDarel Hodge","WR","ATL","2","0","2","3","16","8","18","1","46","1","26","bye","6","1","5","0","25","71","231","15.4"
"Erick All Jr.","TE","CIN","12","33","21","40","35","23","28","24","15","0","0","bye","0","0","0","0","0","0","231","25.7"
"Michael Penix Jr.","QB","ATL","0","0","0","0","0","0","7","0","0","0","13","bye","0","0","0","67","64","79","230","46.0"
"Isaac Guerendo","RB","SF","3","1","10","5","9","17","5","43","bye","3","2","0","11","34","41","0","39","4","227","15.1"
"Taysom Hill","TE","NO","21","28","0","15","0","0","0","29","35","23","33","bye","41","0","0","0","0","0","225","28.1"
"Miles Sanders","RB","CAR","22","20","31","22","23","15","11","21","12","6","bye","0","0","0","0","0","0","41","224","20.4"
"Ben Sims","TE","GB","1","6","2","2","19","28","16","25","12","bye","17","24","15","18","16","13","3","7","224","13.2"
"Gus Edwards","RB","LAC","24","33","16","14","bye","0","0","0","0","15","11","16","24","26","14","30","0","0","223","20.3"
"Marcedes Lewis","TE","CHI","9","10","21","19","17","13","bye","10","10","14","12","16","15","6","17","12","7","12","220","12.9"
"Isiah Pacheco","RB","KC","43","43","0","0","0","bye","0","0","0","0","0","0","26","32","28","26","20","0","218","31.1"
"Malik Willis","QB","GB","2","70","63","0","0","0","0","26","0","bye","0","4","0","0","0","9","0","43","217","31.0"
"Quintin Morris","TE","BUF","6","6","9","8","4","4","3","10","8","26","28","bye","24","0","2","0","14","62","214","14.3"
"Brandon Powell","WR","MIN","30","32","27","23","6","bye","2","6","19","11","17","6","3","10","7","4","4","6","213","12.5"
"Harrison Bryant","TE","LV","4","7","3","45","32","36","23","0","17","bye","0","0","0","14","7","5","9","11","213","16.4"
"Kalif Raymond","WR","DET","37","31","5","6","bye","24","16","15","22","16","25","10","0","0","0","0","0","4","211","17.6"
"Scotty Miller","WR","PIT","17","14","38","9","13","14","7","11","bye","0","7","0","0","34","10","26","10","0","210","16.2"
"Rakim Jarrett","WR","TB","0","0","0","0","0","0","0","20","46","50","bye","21","11","10","7","13","25","7","210","21.0"
"Gabe Davis","WR","JAC","50","57","54","0","0","0","0","9","0","38","0","bye","0","0","0","0","0","0","208","41.6"
"Dorian Thompson-Robinson","QB","CLE","0","0","0","0","0","0","38","0","0","bye","4","1","0","0","14","66","79","6","208","29.7"
"Connor Heyward","TE","PIT","5","14","11","18","13","24","10","15","bye","9","20","14","5","11","6","6","21","5","207","12.2"
"Blake Whiteheart","TE","CLE","0","24","18","21","15","0","0","0","0","bye","0","10","16","13","23","12","34","21","207","18.8"
"Tucker Fisk","TE","LAC","0","0","0","0","bye","0","0","0","0","23","24","18","20","21","14","28","32","26","206","22.9"
"Jack Stoll","TE","Multi","0","0","13","22","0","39","44","35","31","17","0","0","0","0","0","1","1","0","203","22.6"
"Carson Steele","RB","KC","5","14","46","11","16","bye","14","8","14","13","8","11","3","6","3","6","0","23","201","12.6"
"Deebo Samuel Sr.","WR","SF","53","60","0","0","0","0","4","42","bye","0","0","0","36","0","0","0","0","0","195","39.0"
"D'Onta Foreman","RB","CLE","1","27","11","13","21","20","11","13","0","bye","0","0","0","0","0","2","37","39","195","17.7"
"Pierre Strong Jr.","RB","CLE","18","10","0","0","5","30","42","14","12","bye","7","0","0","7","6","13","28","0","192","16.0"
"D'Ernest Johnson","RB","JAC","0","17","12","12","13","35","21","19","13","4","13","bye","0","0","0","13","7","13","192","14.8"
"Devin Duvernay","WR","JAC","5","3","11","6","7","0","0","0","0","0","14","bye","40","29","39","21","9","6","190","15.8"
"Joshua Palmer","WR","LAC","46","30","0","0","bye","0","0","0","0","0","51","57","0","0","0","0","0","0","184","46.0"
"Chris Brooks","RB","GB","0","0","4","0","0","10","8","17","17","bye","10","25","15","14","16","22","8","18","184","14.2"
"Ashton Dulin","WR","IND","11","24","14","11","15","11","15","10","10","12","16","10","0","bye","0","9","6","8","182","12.1"
"Xavier Gipson","WR","NYJ","30","6","15","14","2","13","1","6","10","24","27","bye","19","1","1","0","9","4","182","11.4"
"Stone Smartt","TE","LAC","5","4","0","1","bye","10","7","1","0","0","7","3","7","22","35","39","26","14","181","12.9"
"Jamaal Williams","RB","NO","22","15","10","11","8","3","12","23","0","0","0","bye","4","5","6","10","25","24","178","12.7"
"Michael Burton","RB","DEN","10","7","13","13","11","4","11","11","10","10","5","8","13","bye","7","10","8","24","175","10.3"
"Hayden Hurst","TE","LAC","35","38","28","35","bye","7","0","0","8","9","0","0","0","0","0","8","0","6","174","19.3"
"Patrick Taylor Jr.","RB","SF","0","0","0","0","0","16","0","5","bye","0","0","0","0","20","3","51","13","64","172","24.6"
"Jaylen Wright","RB","MIA","0","18","13","28","25","bye","6","3","9","9","18","13","1","14","3","0","2","9","171","11.4"
"Tim Jones","WR","JAC","1","0","6","5","14","10","10","27","14","6","4","bye","18","14","11","6","12","11","169","10.6"
"Kimani Vidal","RB","LAC","0","0","0","0","bye","19","18","11","11","0","0","0","12","32","35","21","9","1","169","16.9"
"Christian McCaffrey","RB","SF","0","0","0","0","0","0","0","0","bye","56","59","40","12","0","0","0","0","0","167","41.8"
"Emari Demercado","RB","ARI","13","7","12","14","13","31","6","8","14","7","bye","9","22","8","0","0","0","0","164","12.6"
"Malik Heath","WR","GB","0","0","11","10","45","17","1","1","0","bye","3","15","1","6","0","0","15","39","164","13.7"
"DK Metcalf","WR","SEA","59","0","53","0","0","0","0","0","0","bye","0","0","0","0","0","0","46","0","158","52.7"
"Ryan Flournoy","WR","DAL","0","0","0","0","10","2","bye","2","17","16","54","10","0","1","0","24","13","7","156","14.2"
"Rashee Rice","WR","KC","42","54","55","4","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","155","38.8"
"Zamir White","RB","LV","23","40","14","35","0","0","11","2","7","bye","22","0","0","0","0","0","0","0","154","19.3"
"Ty Chandler","RB","MIN","19","19","22","8","46","bye","11","2","0","12","1","0","5","0","1","0","7","0","153","12.8"
"Derius Davis","WR","LAC","7","14","9","0","bye","19","0","0","2","2","7","7","12","22","2","8","14","23","148","10.6"
"Dante Pettis","WR","NO","0","0","0","0","0","0","0","0","0","7","7","bye","14","21","26","37","16","20","148","18.5"
"Treylon Burks","WR","TEN","44","33","26","35","bye","9","0","0","0","0","0","0","0","0","0","0","0","0","147","29.4"
"Greg Dulcich","TE","Multi","46","33","17","24","0","0","0","0","0","0","0","0","0","1","7","8","1","10","147","16.3"
"Luke Musgrave","TE","GB","17","31","35","25","0","0","0","0","0","bye","0","0","0","0","0","8","12","17","145","20.7"
"Bub Means","WR","NO","6","6","0","6","1","50","62","14","0","0","0","bye","0","0","0","0","0","0","145","20.7"
"Jamari Thrash","WR","CLE","0","0","0","0","0","0","7","0","4","bye","14","12","15","0","11","18","30","32","143","15.9"
"Geoff Swaim","TE","CLE","0","0","11","24","21","19","21","22","12","bye","10","0","0","0","0","0","0","0","140","17.5"
"Parris Campbell","WR","PHI","0","15","36","48","bye","0","13","0","0","0","0","0","28","0","0","0","0","0","140","28.0"
"Terrace Marshall Jr.","WR","LV","0","0","0","0","0","0","0","0","0","bye","7","0","16","15","26","34","28","14","140","20.0"
"Khalil Herbert","RB","Multi","6","6","9","0","3","3","0","0","0","2","4","0","6","7","3","2","18","70","139","10.7"
"Reggie Gilliam","RB","BUF","4","5","7","5","5","5","0","9","0","0","9","bye","14","3","12","18","15","28","139","9.9"
"Audric Estime","RB","DEN","3","0","0","0","0","2","6","5","7","26","14","5","8","bye","13","13","18","18","138","10.6"
"Jalen Reagor","WR","LAC","0","0","0","0","bye","0","15","20","19","18","13","21","13","19","0","0","0","0","138","17.3"
"Trey Benson","RB","ARI","8","22","2","11","0","11","4","4","16","16","bye","9","13","10","11","0","0","0","137","10.5"
"DeAndre Carter","WR","CHI","13","50","57","0","0","4","bye","3","0","1","3","4","2","0","0","0","0","0","137","15.2"
"Kenny Pickett","QB","PHI","0","0","0","0","bye","0","12","0","0","14","0","2","0","0","0","62","44","0","134","26.8"
"Eric Tomlinson","TE","LAC","7","15","4","7","bye","28","22","25","16","0","0","0","0","0","9","0","0","0","133","14.8"
"Hassan Haskins","RB","LAC","0","5","0","2","bye","3","3","1","0","5","6","31","7","1","1","13","28","27","133","9.5"
"Tyler Goodson","RB","IND","0","9","2","1","29","27","30","2","1","9","2","0","1","bye","5","6","2","6","132","8.8"
"C.J. Uzomah","TE","PHI","0","0","0","0","bye","0","0","0","0","0","3","16","20","14","26","30","23","0","132","18.9"
"Desmond Ridder","QB","LV","0","0","0","0","0","0","0","0","26","bye","0","13","0","23","67","0","0","3","132","26.4"
"Michael Carter","RB","ARI","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","25","57","50","132","44.0"
"Jermaine Burton","WR","CIN","4","10","3","4","1","0","3","24","0","39","18","bye","2","9","3","6","5","0","131","9.4"
"Trenton Irwin","WR","CIN","33","35","0","0","0","3","0","16","22","12","4","bye","0","0","0","0","0","0","125","17.9"
"River Cracraft","WR","MIA","0","0","0","0","0","bye","0","0","0","4","6","16","9","0","22","18","20","25","120","15.0"
"Tanner Hudson","TE","CIN","9","0","0","0","0","4","5","8","20","29","9","bye","12","14","5","0","0","4","119","10.8"
"Odell Beckham Jr.","WR","MIA","0","0","0","0","11","bye","11","11","12","17","16","17","14","10","0","0","0","0","119","13.2"
"Blake Corum","RB","LAR","0","8","0","0","11","bye","6","8","1","5","10","6","18","13","9","9","3","12","119","8.5"
"Jamison Crowder","WR","WAS","3","0","9","0","0","0","0","0","0","0","0","0","0","bye","21","31","34","20","118","19.7"
"Ronnie Bell","WR","SF","13","6","30","0","10","0","24","15","bye","10","0","5","0","0","0","0","0","0","113","14.1"
"Tyquan Thornton","WR","NE","38","31","17","13","1","0","0","12","0","0","0","0","0","bye","0","0","0","0","112","18.7"
"Braxton Berrios","WR","MIA","26","34","17","15","15","bye","5","0","0","0","0","0","0","0","0","0","0","0","112","18.7"
"Sean Tucker","RB","TB","2","0","1","6","0","29","16","7","7","0","bye","5","0","11","8","0","15","5","112","9.3"
"Dameon Pierce","RB","HOU","9","0","0","0","0","18","7","4","0","0","4","0","7","bye","7","4","14","37","111","11.1"
"Cordarrelle Patterson","RB","PIT","9","4","23","9","0","0","0","0","bye","8","12","8","10","9","6","3","1","8","110","8.5"
"Isaiah Davis","RB","NYJ","0","0","3","0","0","0","1","0","0","2","0","bye","12","36","24","10","14","8","110","12.2"
"Shane Zylstra","TE","DET","0","0","0","0","bye","0","3","13","9","19","19","6","5","16","1","1","8","9","109","9.1"
"Eric Gray","RB","NYG","7","0","3","5","26","14","6","3","0","2","bye","15","4","0","3","9","5","6","108","7.7"
"Jacob Cowing","WR","SF","0","0","0","4","0","1","12","12","bye","3","1","0","1","3","4","10","5","50","106","8.8"
"Kenny Yeboah","TE","NYJ","0","0","0","0","0","0","0","0","4","5","3","bye","2","12","29","12","14","25","106","11.8"
"Jordan Mims","RB","NO","5","3","1","0","0","16","0","0","12","8","11","bye","0","0","0","25","0","24","105","11.7"
"Ross Dwelley","TE","ATL","2","2","3","1","0","9","8","5","3","0","26","bye","1","9","29","6","0","1","105","7.5"
"Ko Kieft","TE","TB","2","1","1","3","2","1","6","1","2","3","bye","5","9","6","19","12","20","11","104","6.1"
"Kendre Miller","RB","NO","0","0","0","0","0","0","20","10","0","0","0","bye","0","18","26","22","8","0","104","17.3"
"Mitchell Trubisky","QB","BUF","0","4","8","8","1","0","0","7","0","1","0","bye","15","0","0","0","10","48","102","11.3"
"Teagan Quitoriano","TE","HOU","0","0","0","0","0","9","13","24","14","17","19","6","0","bye","0","0","0","0","102","14.6"
"Ben Skowronek","WR","PIT","0","6","0","0","0","0","0","0","bye","5","20","2","23","20","10","10","0","5","101","11.2"
"Trent Sherfield Sr.","WR","MIN","17","16","0","22","0","bye","0","0","10","12","0","11","0","0","12","0","0","0","100","14.3"
"Marcus Mariota","QB","WAS","0","0","0","0","9","0","59","0","0","0","0","0","0","bye","0","0","0","32","100","33.3"
"Trey Lance","QB","DAL","0","0","0","0","0","0","bye","0","0","15","0","2","0","0","0","0","3","78","98","24.5"
"Craig Reynolds","RB","DET","0","3","2","2","bye","11","2","6","3","0","6","3","0","1","0","10","24","23","96","7.4"
"Ainias Smith","WR","PHI","0","0","0","0","bye","0","0","8","5","18","6","7","0","0","0","0","5","47","96","13.7"
"E.J. Jenkins","TE","PHI","3","2","0","0","bye","0","0","0","11","0","0","0","0","2","9","6","11","51","95","11.9"
"Jared Wiley","TE","KC","11","12","16","10","18","bye","10","17","0","0","0","0","0","0","0","0","0","0","94","13.4"
"Ian Thomas","TE","CAR","0","0","0","0","0","22","21","17","21","13","bye","0","0","0","0","0","0","0","94","18.8"
"Will Mallory","TE","IND","0","0","0","11","16","10","3","12","3","12","0","0","5","bye","18","3","0","0","93","9.3"
"Tommy DeVito","QB","NYG","0","0","0","0","0","0","0","0","0","0","bye","58","0","1","32","0","0","0","91","30.3"
"Javon Baker","WR","NE","0","6","0","0","0","0","0","0","4","4","5","11","2","bye","0","8","11","39","90","10.0"
"Sincere McCormick","RB","LV","0","0","0","0","0","0","0","0","0","bye","0","8","26","41","14","0","0","0","89","22.3"
"Tanner McKee","QB","PHI","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","21","68","89","44.5"
"Josiah Deguara","TE","JAC","0","0","11","2","10","3","3","1","1","0","0","bye","0","3","15","17","11","10","87","7.3"
"Tim Boyle","QB","Multi","0","0","26","0","0","0","23","0","0","0","0","0","0","0","36","0","0","0","85","28.3"
"Irv Smith Jr.","TE","HOU","0","0","0","0","0","0","0","0","0","0","0","0","17","bye","23","18","9","18","85","17.0"
"Julius Chestnut","RB","TEN","0","1","0","0","bye","3","8","14","13","0","0","2","1","2","0","0","25","15","84","8.4"
"Jaheim Bell","TE","NE","0","1","0","0","0","6","1","8","3","2","4","8","4","bye","4","5","7","30","83","6.4"
"Malachi Corley","WR","NYJ","1","1","0","0","0","0","0","6","6","16","12","bye","41","0","0","0","0","0","83","11.9"
"Jake Haener","QB","NO","6","6","0","0","9","0","5","28","0","0","2","bye","0","5","21","0","0","0","82","10.3"
"Skyy Moore","WR","KC","10","5","15","13","6","bye","33","0","0","0","0","0","0","0","0","0","0","0","82","13.7"
"Ronnie Rivers","RB","LAR","7","3","6","13","0","bye","0","0","0","0","0","0","0","0","0","0","0","52","81","16.2"
"Joshua Dobbs","QB","SF","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","5","76","81","40.5"
"Tyler Johnson","WR","LAR","51","0","29","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","80","40.0"
"Chris Rodriguez Jr.","RB","WAS","0","0","0","0","0","0","0","0","20","5","0","0","23","bye","3","7","18","1","77","11.0"
"Travis Homer","RB","CHI","11","20","0","0","0","0","bye","0","0","0","1","0","19","7","17","0","0","0","75","12.5"
"Kenny McIntosh","RB","SEA","0","2","10","0","0","0","1","0","0","bye","0","0","0","15","9","12","13","13","75","9.4"
"Cam Grandy","TE","CIN","0","0","0","0","0","0","0","0","0","4","1","bye","9","17","8","11","16","9","75","9.4"
"Dallin Holker","TE","NO","0","0","0","0","5","5","3","0","12","6","8","bye","4","6","3","2","5","14","73","6.1"
"John FitzPatrick","TE","GB","0","0","0","0","0","0","0","6","1","bye","3","14","0","6","9","26","3","5","73","8.1"
"Davis Mills","QB","HOU","0","0","13","0","0","3","0","0","0","0","0","0","0","bye","0","0","7","49","72","18.0"
"Alex Bachman","WR","LV","0","0","0","1","1","27","36","6","0","bye","0","0","0","0","0","0","0","0","71","14.2"
"Mason Kinsey","WR","TEN","0","0","0","0","bye","0","0","8","0","0","0","0","0","2","4","14","6","37","71","11.8"
"Peyton Hendershot","TE","KC","0","0","0","0","0","bye","0","0","14","6","6","10","0","0","0","0","4","28","68","11.3"
"Zach Pascal","WR","ARI","4","8","1","6","10","8","2","2","3","7","bye","1","0","2","3","0","0","11","68","4.9"
"Brevin Jordan","TE","HOU","40","27","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","67","33.5"
"Bryce Oliver","WR","TEN","0","0","0","0","bye","0","0","0","5","3","2","10","0","6","14","2","5","20","67","7.4"
"Jimmy Garoppolo","QB","LAR","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","66","66","66.0"
"Will Shipley","RB","PHI","4","0","0","1","bye","0","9","2","1","11","0","0","1","0","0","0","0","36","65","8.1"
"John Samuel Shenker","TE","LV","0","0","0","5","10","8","14","23","0","bye","0","0","0","0","0","1","4","0","65","9.3"
"Isaiah Hodgins","WR","NYG","0","0","0","0","25","15","0","0","0","23","bye","0","0","0","0","0","0","0","63","21.0"
"Cody White","WR","SEA","0","0","0","0","0","0","0","0","35","bye","4","17","6","0","0","0","0","0","62","15.5"
