"Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","TTL","AVG"
"Desjuan Johnson","DT","LAR","0","21","6","0","0","bye","0","0","10","0","5","0","13","13","8","7","11","26","120","12.0"
"Andrew Booth Jr.","CB","DAL","0","0","0","27","0","11","bye","0","0","0","0","0","0","0","22","1","57","0","118","23.6"
"Bruce Hector","DT","NYJ","0","0","0","11","0","0","0","0","0","19","17","bye","0","0","0","20","27","24","118","19.7"
"Ka'dar Hollman","CB","Multi","0","0","0","0","0","11","0","0","0","25","80","0","0","0","0","0","0","0","116","38.7"
"Johnathan Abram","S","NO","0","0","0","0","56","48","11","0","0","0","0","bye","0","0","0","0","0","0","115","38.3"
"Joe Andreessen","LB","BUF","0","0","14","3","0","0","0","0","0","5","0","bye","0","0","1","1","26","64","114","16.3"
"Kelee Ringo","CB","PHI","4","2","11","3","bye","6","9","3","0","8","0","0","2","0","0","1","10","53","112","9.3"
"Ty Summers","LB","NYG","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","29","66","17","112","37.3"
"Jeremiah Moon","DE","PIT","0","0","0","0","28","45","14","7","bye","0","5","0","5","0","0","0","5","2","111","13.9"
"Ezekiel Turner","S","Multi","0","0","0","0","0","0","0","0","0","0","4","11","22","17","28","23","6","0","111","15.9"
"James Williams Sr.","S","TEN","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","43","39","1","28","111","27.8"
"Janarius Robinson","DE","LV","24","36","17","8","1","0","0","6","0","bye","3","6","2","0","6","0","0","0","109","10.9"
"Jamin Davis","LB","Multi","13","0","15","19","23","0","16","0","0","0","0","0","4","9","8","0","0","0","107","13.4"
"SirVocea Dennis","LB","TB","21","44","34","5","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","104","26.0"
"Javon Hargrave","DT","SF","32","33","39","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","104","34.7"
"Jeremiah Trotter Jr.","LB","PHI","0","0","0","3","bye","0","9","3","0","8","0","5","0","0","0","0","23","53","104","14.9"
"Alex Wright","DE","CLE","19","33","31","20","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","103","25.8"
"Luke Masterson","LB","LV","4","12","52","34","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","102","25.5"
"Josh Blackwell","CB","CHI","0","1","0","0","9","30","bye","52","8","0","2","0","0","0","0","0","0","0","102","17.0"
"Fabian Moreau","CB","MIN","0","0","0","0","0","bye","1","0","0","0","0","0","31","39","31","0","0","0","102","25.5"
"Amari Burney","S","LV","0","0","0","12","8","0","0","0","1","bye","13","1","5","12","13","9","11","16","101","9.2"
"Matthew Butler","DT","LV","0","0","0","0","0","32","16","19","17","bye","16","0","0","1","0","0","0","0","101","16.8"
"Justin Jones","DT","ARI","43","35","22","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","100","33.3"
"Rodney Thomas II","S","IND","1","70","3","2","0","1","1","0","3","1","3","2","4","bye","4","1","1","1","98","6.5"
"Kei'Trel Clark","CB","ARI","4","8","0","1","21","1","0","0","8","0","bye","2","0","0","1","1","6","44","97","8.8"
"Chris Lammons","CB","IND","0","0","7","45","40","0","0","0","0","0","2","0","0","bye","1","0","0","0","95","19.0"
"Jalyn Armour-Davis","CB","BAL","14","1","0","0","0","0","0","69","0","0","0","10","0","bye","0","0","0","0","94","23.5"
"Juanyeh Thomas","S","DAL","4","5","0","3","3","12","bye","3","4","0","6","24","2","0","0","0","18","10","94","7.8"
"M.J. Stewart Jr.","CB","HOU","0","0","0","2","0","11","0","4","0","0","6","0","19","bye","0","1","14","37","94","11.8"
"Kwon Alexander","LB","Multi","0","0","0","0","0","0","21","13","31","0","0","0","0","17","12","0","0","0","94","18.8"
"D'Anthony Bell","S","CLE","0","2","0","1","21","62","0","0","0","bye","2","0","0","0","0","0","1","4","93","13.3"
"Jerry Hughes","DE","HOU","8","13","6","13","0","0","0","0","0","7","18","0","0","bye","0","0","0","27","92","13.1"
"Kendall Sheffield","CB","NYJ","0","0","0","0","0","0","10","0","32","0","0","bye","0","0","50","0","0","0","92","30.7"
"Esezi Otomewo","DT","JAC","0","25","0","12","22","31","0","0","0","0","0","bye","0","0","0","0","0","0","90","22.5"
"DeAngelo Malone","DE","ATL","0","0","0","0","0","0","0","0","23","8","2","bye","1","3","14","18","12","9","90","10.0"
"Marcus Davenport","DE","DET","49","0","40","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","0","89","44.5"
"Dallis Flowers","CB","Multi","0","19","41","14","15","0","0","0","0","0","0","0","0","0","0","0","0","0","89","22.3"
"Otis Reese IV","LB","TEN","0","0","0","0","bye","0","0","0","0","0","0","0","8","58","0","23","0","0","89","29.7"
"Emmanuel Forbes Jr.","CB","Multi","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52","87","43.5"
"Armon Watts","DT","NYG","0","0","0","0","0","0","0","21","14","18","bye","21","0","0","0","0","13","0","87","17.4"
"Kyle Peko","DT","DET","37","9","10","25","bye","5","0","0","0","0","0","0","0","0","0","0","0","0","86","17.2"
"Jayden Peevy","DT","Multi","12","27","27","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84","21.0"
"Efe Obada","DE","WAS","0","0","0","0","0","22","15","6","10","15","16","0","0","bye","0","0","0","0","84","14.0"
"Cory Durden","DT","NYG","0","0","0","0","0","0","0","0","0","0","bye","0","0","23","17","24","0","20","84","21.0"
"Dominique Robinson","DE","CHI","0","0","0","0","0","0","bye","0","22","16","0","0","0","0","15","14","6","11","84","14.0"
"Braiden McGregor","LB","NYJ","8","12","15","0","0","0","0","12","13","11","0","bye","0","0","0","12","0","0","83","11.9"
"Cedric Johnson","LB","CIN","0","0","10","24","0","0","0","0","13","0","0","bye","0","0","10","6","11","9","83","11.9"
"Jermaine Johnson II","DE","NYJ","50","32","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","82","41.0"
"Tre Hawkins III","CB","NYG","0","0","0","0","0","0","23","0","0","0","bye","0","0","59","0","0","0","0","82","41.0"
"Myles Adams","DE","Multi","0","1","0","20","15","0","0","0","0","0","0","0","0","19","0","2","10","15","82","11.7"
"Tommy Eichenberg","LB","LV","0","0","5","11","45","0","0","1","18","bye","0","0","0","0","0","0","0","0","80","16.0"
"Damarri Mathis","CB","DEN","0","0","0","0","0","0","2","10","0","0","5","1","4","bye","20","19","11","8","80","8.9"
"Cam Jones","LB","KC","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","6","74","80","40.0"
"Sydney Brown","S","PHI","0","0","0","0","bye","0","9","3","0","8","1","6","0","0","0","0","10","42","79","11.3"
"Theo Jackson","CB","MIN","3","0","16","0","0","bye","0","0","0","0","3","0","5","11","13","21","0","6","78","9.8"
"Isaiah Land","LB","IND","4","6","4","12","15","1","2","0","16","13","5","0","0","bye","0","0","0","0","78","7.8"
"Mykal Walker","LB","WAS","5","0","0","6","6","19","3","1","3","19","0","1","0","bye","6","1","0","7","77","6.4"
"Jeff Okudah","CB","HOU","0","0","0","0","0","0","0","0","0","0","12","0","4","bye","6","38","17","0","77","15.4"
"Jonathan Ford","DT","CHI","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","25","17","19","16","77","19.3"
"Elijah Campbell","S","MIA","0","4","0","6","16","bye","0","0","1","2","1","0","9","3","8","12","11","3","76","6.3"
"Corey Ballentine","CB","GB","0","0","1","37","2","1","2","0","0","bye","1","1","0","0","0","23","3","5","76","7.6"
"Greg Stroman Jr.","CB","NYG","0","0","0","0","0","0","0","39","0","0","bye","0","0","36","0","0","0","0","75","37.5"
"Khristian Boyd","DT","NO","18","13","14","6","0","0","18","0","5","0","0","bye","0","0","0","0","0","0","74","12.3"
"Isaiah Rodgers Sr.","CB","PHI","0","0","0","0","bye","0","0","0","0","0","0","0","72","2","0","0","0","0","74","37.0"
"Darrick Forrest","S","WAS","0","0","0","0","4","0","5","0","0","0","0","2","0","bye","31","0","0","32","74","14.8"
"Jake Hummel","LB","LAR","0","0","0","0","0","bye","0","10","7","0","4","0","0","2","0","0","0","51","74","14.8"
"Khalil Dorsey","CB","DET","0","0","0","0","bye","15","0","15","0","0","3","6","32","0","2","0","0","0","73","12.2"
"Tanoh Kpassagnon","DE","NO","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","30","22","21","73","24.3"
"D.J. Reed Jr.","CB","NYJ","72","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","72","72.0"
"Arthur Maulet","CB","BAL","0","0","0","0","0","0","0","27","27","18","0","0","0","bye","0","0","0","0","72","24.0"
"Kevin King","CB","ATL","2","2","0","0","1","8","2","4","7","1","6","bye","6","4","17","11","0","0","71","5.5"
"Deane Leonard","DB","LAC","0","5","0","0","bye","0","0","0","0","0","0","1","14","0","0","19","11","21","71","11.8"
"Adam Gotsis","DE","IND","0","0","0","14","18","9","15","15","0","0","0","0","0","bye","0","0","0","0","71","14.2"
"Mike Morris","LB","SEA","9","2","14","10","13","9","10","0","0","bye","0","0","0","0","0","0","0","3","70","8.8"
"Taki Taimani","DT","MIN","10","13","14","12","7","bye","6","8","0","0","0","0","0","0","0","0","0","0","70","10.0"
"Nesta Jade Silvera","DT","LV","10","8","26","6","10","10","0","0","0","bye","0","0","0","0","0","0","0","0","70","11.7"
"Isaac Ukwu","DE","DET","0","0","0","0","bye","36","34","0","0","0","0","0","0","0","0","0","0","0","70","35.0"
"Eku Leota","LB","Multi","30","26","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","69","23.0"
"Terrell Edmunds","S","Multi","6","0","0","8","11","15","11","18","0","0","0","0","0","0","0","0","0","0","69","11.5"
"Brandon Codrington","CB","BUF","0","0","11","0","0","0","3","0","0","5","0","bye","0","0","0","0","23","27","69","13.8"
"Cameron Thomas","DE","Multi","0","0","0","3","0","0","3","0","0","0","0","0","9","12","12","0","8","22","69","9.9"
"Myles Bryant","CB","HOU","0","0","0","0","0","11","0","0","0","0","0","0","7","bye","0","5","15","31","69","13.8"
"Brandon Pili","DT","MIA","5","9","9","11","2","bye","6","17","10","0","0","0","0","0","0","0","0","0","69","8.6"
"Kitan Oladapo","S","GB","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","3","15","0","50","68","22.7"
"Bobby Brown III","DT","LAR","37","0","30","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","67","33.5"
"D'Marco Jackson","LB","NO","0","0","0","40","18","8","0","0","0","0","0","bye","0","0","0","0","0","0","66","22.0"
"Isaiah Foskey","DE","NO","11","3","0","0","16","0","2","0","0","0","3","bye","0","5","4","11","9","0","64","7.1"
"David Long Jr.","CB","IND","0","0","0","0","0","0","42","0","0","0","0","13","0","bye","0","9","0","0","64","21.3"
"Edefuan Ulofoshio","LB","BUF","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","64","64","64.0"
"C.J. Mosley","LB","NYJ","63","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","63","63.0"
"Eyioma Uwazurike","DT","DEN","0","0","0","0","0","20","0","0","11","0","0","19","0","bye","0","13","0","0","63","15.8"
"Rock Ya-Sin","CB","SF","0","0","0","0","0","0","0","0","bye","12","3","19","0","0","0","0","0","28","62","15.5"
"Ja'Whaun Bentley","LB","NE","51","10","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","61","30.5"
"Josh Tupou","DT","BAL","0","0","0","0","0","0","0","0","27","21","0","13","0","bye","0","0","0","0","61","20.3"
"Marlon Tuipulotu","DT","KC","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","13","48","61","30.5"
"Derrick Brown","DT","CAR","60","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","60","60.0"
"Marcellas Dial Jr.","CB","NE","0","0","2","0","0","0","0","0","0","0","0","0","0","bye","0","0","3","55","60","20.0"
"DJ Ivey","CB","CIN","0","0","0","0","0","0","4","5","10","8","8","bye","1","7","4","4","4","4","59","5.4"
"Mike Greene","DT","TB","23","13","22","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","58","19.3"
"Siran Neal","CB","MIA","0","4","6","0","0","bye","1","2","13","1","0","0","15","0","0","2","8","6","58","5.8"
"Troy Pride Jr.","CB","DAL","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","7","51","58","29.0"
"Nephi Sewell","LB","NO","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","58","58","58.0"
"Amare Barno","DE","CAR","0","0","0","0","0","0","0","0","0","0","bye","0","9","13","5","16","14","0","57","11.4"
"Jordan Phillips","DT","Multi","15","0","0","0","0","0","0","0","0","21","0","0","0","0","0","20","0","0","56","18.7"
"T.J. Smith","DT","CAR","0","0","0","0","31","7","17","0","0","0","bye","0","0","0","0","0","0","0","55","18.3"
"Nathaniel Watson","LB","CLE","0","0","0","0","7","0","0","6","6","bye","0","0","0","0","2","0","1","33","55","9.2"
"Vi Jones","LB","TB","0","0","0","0","0","0","0","0","3","0","bye","10","0","40","1","1","0","0","55","11.0"
"Kristian Welch","LB","Multi","19","11","0","3","1","2","0","0","0","0","0","9","0","0","1","0","6","1","53","5.9"
"Myles Harden","CB","CLE","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","41","2","5","5","53","13.3"
"DeMarvin Leal","DT","PIT","5","4","8","22","12","0","0","0","bye","0","0","0","0","0","0","0","0","0","51","10.2"
"Tatum Bethune","LB","SF","0","0","0","4","0","0","2","2","bye","0","0","0","0","0","0","0","4","39","51","10.2"
"Artie Burns","CB","SEA","0","0","0","0","0","14","0","0","0","bye","0","0","0","0","0","0","0","37","51","25.5"
"Brenden Schooler","S","NE","0","0","0","0","0","0","0","0","0","5","0","2","3","bye","5","7","2","26","50","7.1"
"Qwan'tez Stiggers","CB","NYJ","1","0","0","0","0","0","0","0","0","0","0","bye","15","0","31","0","0","2","49","12.3"
"AJ Finley","S","Multi","0","12","0","15","0","7","0","0","9","0","0","0","0","0","3","3","0","0","49","8.2"
"Jalen Davis","CB","CIN","0","0","0","0","33","16","0","0","0","0","0","bye","0","0","0","0","0","0","49","24.5"
"Lawrence Guy Sr.","DT","CIN","0","0","18","30","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","48","24.0"
"Cedric Gray","LB","TEN","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","1","35","0","12","48","16.0"
"Kris Boyd","CB","HOU","0","0","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","48","48","48.0"
"Chris Smith","DT","DET","8","0","0","0","bye","0","0","0","10","0","0","0","0","0","0","12","9","8","47","9.4"
"Trevis Gipson","DE","SEA","2","7","15","12","11","0","0","0","0","bye","0","0","0","0","0","0","0","0","47","9.4"
"Eli Apple","CB","LAC","0","0","0","0","bye","0","0","0","34","9","4","0","0","0","0","0","0","0","47","15.7"
"Brennan Jackson","LB","LAR","0","0","0","0","0","bye","9","0","0","3","6","0","0","0","0","0","2","27","47","9.4"
"Ennis Rakestraw Jr.","CB","DET","3","0","0","1","bye","17","0","14","8","0","3","0","0","0","0","0","0","0","46","7.7"
"Art Green","CB","NYG","0","0","11","0","0","0","0","0","0","0","bye","0","0","3","32","0","0","0","46","15.3"
"Patrick Johnson","DE","Multi","0","0","0","0","1","4","13","0","0","0","0","17","0","9","2","0","0","0","46","7.7"
"Leki Fotu","DT","NYJ","0","0","0","0","0","31","15","0","0","0","0","bye","0","0","0","0","0","0","46","23.0"
"Isaiah Thomas","DE","DET","0","0","0","0","bye","0","0","38","8","0","0","0","0","0","0","0","0","0","46","23.0"
"Tavierre Thomas","CB","TB","0","1","0","0","1","0","0","0","0","0","bye","0","29","11","1","1","0","1","45","6.4"
"Nicholas Morrow","LB","BUF","0","6","14","16","0","0","3","0","0","5","0","bye","0","0","0","0","0","0","44","8.8"
"Nick Niemann","LB","LAC","0","0","0","0","bye","0","0","0","9","0","0","32","3","0","0","0","0","0","44","14.7"
"Carl Davis Jr.","DE","WAS","0","0","0","0","0","0","0","0","0","0","0","0","14","bye","10","19","0","0","43","14.3"
"Duke Riley","LB","MIA","0","0","1","9","1","bye","1","4","1","0","0","0","3","0","0","14","8","0","42","4.7"
"Christian Braswell","CB","JAC","0","0","35","7","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","42","21.0"
"Bobby McCain","S","MIN","3","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","37","0","0","40","20.0"
"Jamal Adams","S","Multi","0","2","17","1","0","0","0","0","0","0","0","0","0","8","12","0","0","0","40","8.0"
"Natrone Brooks","CB","ATL","0","0","0","0","0","0","0","0","0","0","23","bye","0","0","0","16","1","0","40","13.3"
"Mitchell Agude","LB","DET","0","0","0","0","bye","0","0","0","0","0","0","0","0","9","0","14","0","17","40","13.3"
"J.T. Gray","CB","NO","7","1","0","8","0","15","0","2","0","3","0","bye","0","0","0","0","0","3","39","5.6"
"Thomas Incoom","LB","CAR","0","0","0","11","11","0","16","0","0","0","bye","0","0","0","0","0","0","1","39","9.8"
"Keir Thomas","DE","LAR","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","39","39","39.0"
"John Johnson III","S","LAR","38","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","38","38.0"
"Joe Gaziano","DT","JAC","0","0","0","0","0","0","10","10","0","0","0","bye","0","0","0","0","0","18","38","12.7"
"Abdullah Anderson","DT","TEN","0","0","0","24","bye","4","5","5","0","0","0","0","0","0","0","0","0","0","38","9.5"
"Nate Landman","LB","ATL","37","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","37","37.0"
"Joe Bachie","LB","CIN","0","2","2","0","2","1","4","1","8","1","0","bye","13","3","0","0","0","0","37","3.7"
"Drake Thomas","LB","SEA","0","0","19","9","0","0","4","0","0","bye","2","0","0","0","3","0","0","0","37","7.4"
"Dyontae Johnson","LB","NYG","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","37","37","37.0"
"Jalen Graham","S","SF","0","0","0","0","0","0","0","0","bye","0","0","0","13","7","0","0","11","5","36","9.0"
"Zion Logue","DT","BUF","0","0","0","0","20","16","0","0","0","0","0","bye","0","0","0","0","0","0","36","18.0"
"Gabriel Murphy","LB","MIN","0","0","0","0","0","bye","0","0","0","0","0","0","0","28","0","0","0","7","35","17.5"
"Markquese Bell","S","DAL","4","4","1","0","0","14","bye","3","2","3","3","0","0","0","0","0","0","0","34","4.3"
"Daniel Thomas","S","JAC","0","4","10","16","0","1","0","0","0","0","0","bye","0","2","0","1","0","0","34","5.7"
"Eli Ankou","DT","BUF","0","0","0","0","0","0","0","13","21","0","0","bye","0","0","0","0","0","0","34","17.0"
"Dre Greenlaw","LB","SF","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","30","4","0","0","34","17.0"
"Casey Rogers","DT","NYG","0","0","0","0","0","0","0","0","0","0","bye","0","0","21","12","0","0","0","33","16.5"
"Brian Asamoah II","LB","MIN","0","0","13","0","0","bye","0","0","0","0","0","0","0","11","9","0","0","0","33","11.0"
"Ty Okada","S","SEA","0","0","0","0","0","0","6","0","0","bye","25","0","2","0","0","0","0","0","33","11.0"
"Chris Wormley","DT","BAL","0","0","0","0","0","0","0","0","30","0","0","0","3","bye","0","0","0","0","33","16.5"
"Adisa Isaac","LB","BAL","0","0","0","14","0","0","0","0","0","0","4","14","0","bye","0","0","0","0","32","10.7"
"Boogie Basham Jr.","DT","NYG","0","0","0","0","0","16","0","0","0","0","bye","0","0","0","0","0","16","0","32","16.0"
"Khalid Kareem","DE","ATL","0","0","0","0","0","0","0","0","0","9","23","bye","0","0","0","0","0","0","32","16.0"
"Kareem Jackson","S","BUF","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","32","0","0","0","32","32.0"
"Akayleb Evans","CB","Multi","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","26","32","10.7"
"Daniel Hardy","LB","CHI","1","0","0","0","4","5","bye","0","0","0","0","0","0","2","5","2","10","2","31","3.9"
"Caleb Murphy","DE","Multi","10","0","0","9","0","0","0","0","0","10","2","0","0","0","0","0","0","0","31","7.8"
"Maema Njongmeta","LB","CIN","0","0","0","0","4","0","0","0","7","0","4","bye","0","3","5","6","0","1","30","4.3"
"Jose Ramirez","DT","TB","0","0","0","0","0","14","0","0","0","0","bye","0","5","11","0","0","0","0","30","10.0"
"Bo Richter","DE","MIN","0","0","13","0","0","bye","0","0","0","0","0","0","0","6","10","0","0","0","29","9.7"
"Jay Ward","CB","MIN","3","0","9","0","0","bye","0","0","0","0","0","0","0","4","9","0","0","3","28","5.6"
"Tarron Jackson","DE","CAR","0","0","9","0","10","9","0","0","0","0","bye","0","0","0","0","0","0","0","28","9.3"
"Del'Shawn Phillips","LB","HOU","0","0","0","0","0","0","0","0","0","0","8","0","0","bye","0","0","10","9","27","9.0"
"Justin Eboigbe","DT","LAC","0","0","0","0","bye","0","4","0","0","0","2","10","4","0","0","6","0","0","26","5.2"
"Mohamed Kamara","LB","MIA","0","0","0","0","0","bye","16","0","5","0","0","0","0","3","2","0","0","0","26","6.5"
"Divaad Wilson","CB","Multi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","26","26.0"
"Brodric Martin","DT","DET","0","0","0","0","bye","0","0","0","0","0","0","0","2","23","0","0","0","0","25","12.5"
"Blake Lynch","LB","Multi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","25","25.0"
"Angelo Blackson","DT","ARI","0","0","0","24","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","24","24.0"
"Sam Roberts","DE","CAR","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","6","9","9","24","8.0"
"Alex Barrett","DE","SF","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","4","6","14","24","8.0"
"Jonah Williams","DE","Multi","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","23.0"
"Curtis Jacobs","LB","NE","0","0","0","10","3","0","0","0","0","6","4","0","0","bye","0","0","0","0","23","5.8"
"Sanoussi Kane","S","BAL","0","0","0","5","0","0","0","0","7","0","0","0","0","bye","0","0","6","4","22","5.5"
"Raheem Layne","S","NYG","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","22","0","0","22","22.0"
"Kendal Vickers","DT","NO","21","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","21","21.0"
"Rico Payton","CB","NO","7","3","0","0","0","0","8","3","0","0","0","bye","0","0","0","0","0","0","21","5.3"
"Anthony Johnson Jr.","CB","NYG","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","3","18","21","10.5"
"Segun Olubi","LB","IND","0","0","0","0","0","0","21","0","0","0","0","0","0","bye","0","0","0","0","21","21.0"
"Earnest Brown IV","DE","TB","0","0","0","0","0","0","16","2","3","0","bye","0","0","0","0","0","0","0","21","7.0"
"Russ Yeast","S","Multi","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","21","10.5"
"Joey Blount","S","ARI","0","8","0","0","0","0","0","0","6","0","bye","5","1","0","0","0","0","0","20","5.0"
"Solomon Byrd","DE","HOU","0","0","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","20","20","20.0"
"Dwight McGlothern","CB","MIN","0","0","0","0","0","bye","0","0","0","0","0","0","0","6","10","0","0","3","19","6.3"
"Tremon Smith","CB","DEN","0","0","0","0","0","0","11","0","0","0","5","0","0","bye","0","0","0","3","19","6.3"
"JL Skinner","S","DEN","0","0","0","0","0","0","0","0","0","0","6","0","0","bye","0","4","4","5","19","4.8"
"Brandon Dorlus","DT","ATL","0","0","0","0","0","0","0","0","0","0","9","bye","10","0","0","0","0","0","19","9.5"
"Kendall Williamson","S","LAC","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","17","2","0","19","9.5"
"Truman Jones","DE","NE","0","0","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","19","19","19.0"
"T.J. Tampa","CB","BAL","0","0","0","5","0","0","3","0","0","0","0","0","0","bye","0","0","6","4","18","4.5"
"Eric Johnson II","DT","NE","0","0","0","0","0","0","0","0","0","0","0","0","0","bye","0","18","0","0","18","18.0"
"Reddy Steward","CB","CHI","0","0","0","0","0","0","bye","0","18","0","0","0","0","0","0","0","0","0","18","18.0"
"Ty'Ron Hopper","LB","GB","0","0","0","0","0","0","0","0","0","bye","0","7","0","0","3","8","0","0","18","6.0"
"Drew Sanders","LB","DEN","0","0","0","0","0","0","0","0","0","0","0","0","0","bye","0","1","9","8","18","6.0"
"Miles Battle","CB","NE","0","0","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","18","18","18.0"
"Jamie Sheriff","LB","Multi","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","17.0"
"Bryce Hall","CB","TB","17","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","17","17.0"
"Andre Jones Jr.","DE","WAS","0","0","9","8","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","17","8.5"
"Joe Giles-Harris","LB","Multi","0","0","9","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","17","8.5"
"Jarius Monroe","CB","NYJ","0","0","0","0","0","0","0","8","9","0","0","bye","0","0","0","0","0","0","17","8.5"
"Ryan Neal","S","TB","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","9","0","0","8","17","8.5"
"Shemar Bartholomew","CB","CAR","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","17","17","17.0"
"Tre Flowers","CB","Multi","0","11","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","16","8.0"
"Anthony Walker Jr.","LB","MIA","0","0","16","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","0","16","16.0"
"Ethan Bonner","CB","MIA","0","0","0","4","0","bye","0","0","0","0","0","0","0","0","0","0","12","0","16","8.0"
"Keidron Smith","S","DEN","0","0","0","0","0","0","11","0","0","0","5","0","0","bye","0","0","0","0","16","8.0"
"Andre Carter II","LB","LV","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","1","7","8","16","5.3"
"Amen Ogbongbemiga","LB","CHI","0","0","0","0","9","3","bye","0","0","1","0","0","1","0","1","0","0","0","15","3.0"
"Jordan Magee","LB","WAS","0","0","0","0","0","0","0","0","0","0","0","0","0","bye","3","12","0","0","15","7.5"
"Zach Cunningham","LB","DEN","0","0","0","0","0","0","0","0","0","0","11","2","0","bye","0","0","0","2","15","5.0"
"Matt Dickerson","DE","MIA","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","4","4","7","0","15","5.0"
"Anthony Pittman","LB","Multi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","4","0","15","7.5"
"Oshane Ximines","LB","NE","11","3","0","0","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","14","7.0"
"Tony Fields II","LB","CLE","14","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","14","14.0"
"Faion Hicks","CB","SEA","0","0","0","0","0","0","7","7","0","bye","0","0","0","0","0","0","0","0","14","7.0"
"Duke Shelley","CB","NYG","0","0","0","14","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","14","14.0"
"Trysten Hill","DT","NE","7","0","0","7","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","14","7.0"
"Rashad Weaver","DE","HOU","0","0","0","0","13","0","1","0","0","0","0","0","0","bye","0","0","0","0","14","7.0"
"Shaq Lawson","DE","CAR","0","0","0","0","0","0","14","0","0","0","bye","0","0","0","0","0","0","0","14","14.0"
"Eli Ricks","CB","PHI","0","0","0","0","bye","0","0","0","0","0","0","0","0","0","0","0","3","11","14","7.0"
